Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDE02,8.710000038146973,LF,0.1214962750673294,Canned,94.07779693603516,OUT045,2002,Small,Tier 2,Supermarket Type1,876.77685546875
FDC50,15.850000381469727,Low Fat,0.13671013712882996,Canned,94.1093978881836,OUT049,1999,Medium,Tier1,Supermarket Type1,1640.79736328125
FDB14,20.25,Regular,0.1027044951915741,Canned,94.31199645996094,OUT035,2004,Small,Tier 2,Supermarket Type1,2982.783935546875
FDC50,15.850000381469727,Low Fat,0.1372700035572052,Canned,94.4094009399414,OUT017,2007,Medium,Tier 2,Supermarket Type1,1904.18798828125
FDC50,15.850000381469727,Low Fat,0.1370539516210556,Canned,94.4094009399414,OUT018,2009,Medium,Tier 3,Supermarket Type2,1047.3033447265625
FDC50,15.850000381469727,Low Fat,0.13677473366260529,Canned,94.4094009399414,OUT045,2002,Small,Tier 2,Supermarket Type1,1428.1409912109375
FDE02,8.710000038146973,Low Fat,0.12193621695041656,Canned,94.47779846191406,OUT017,2007,Medium,Tier 2,Supermarket Type1,2628.578369140625
FDB14,20.25,Regular,0.10314237326383591,Canned,94.61199951171875,OUT018,2009,Medium,Tier 3,Supermarket Type2,652.4840087890625
FDC50,,LF,0.23899023234844208,Canned,94.70939636230469,OUT019,1985,Small,Tier1,Grocery Store,396.28985595703125
FDN50,16.850000381469727,Regular,0.02651982568204403,Canned,94.71199798583984,OUT046,1997,Small,Tier1,Supermarket Type1,1675.6920166015625
FDE02,8.710000038146973,Low Fat,0.20294827222824097,Canned,94.77780151367188,OUT010,1998,Medium,Tier 3,Grocery Store,883.3006591796875
FDC50,15.850000381469727,Low Fat,0.13638432323932648,Canned,94.80940246582031,OUT013,1987,High,Tier 3,Supermarket Type1,1622.947265625
FDN50,16.850000381469727,Regular,0.026573609560728073,Canned,94.91200256347656,OUT045,2002,Small,Tier 2,Supermarket Type1,1743.2012939453125
FDN50,,Regular,0.04643279314041138,Canned,94.91200256347656,OUT019,1985,Small,Tier1,Grocery Store,2044.0726318359375
FDE02,8.710000038146973,Low Fat,0.1212274506688118,Canned,95.27780151367188,OUT035,2004,Small,Tier 2,Supermarket Type1,887.9605102539062
FDE02,,Low Fat,0.12066321074962616,Canned,95.67780303955078,OUT027,1985,Medium,Tier 3,Supermarket Type3,2910.2119140625
FDC50,15.850000381469727,Low Fat,0.13649791479110718,Canned,96.30940246582031,OUT046,1997,Small,Tier1,Supermarket Type1,2856.281982421875
FDC50,15.850000381469727,Low Fat,0.0,Canned,96.4094009399414,OUT035,2004,Small,Tier 2,Supermarket Type1,1237.72216796875
FDE14,13.649999618530273,Regular,0.03162302076816559,Canned,97.87000274658203,OUT017,2007,Medium,Tier 2,Supermarket Type1,1469.51806640625
FDX37,16.200000762939453,Low Fat,0.06338585913181305,Canned,98.16999816894531,OUT017,2007,Medium,Tier 2,Supermarket Type1,2696.489990234375
FDE14,13.649999618530273,Regular,0.0315089225769043,Canned,98.7699966430664,OUT045,2002,Small,Tier 2,Supermarket Type1,1697.7900390625
FDE14,13.649999618530273,Regular,0.03149404004216194,Canned,98.87000274658203,OUT049,1999,Medium,Tier1,Supermarket Type1,2197.139892578125
FDE14,13.649999618530273,Regular,0.03141898289322853,Canned,99.2699966430664,OUT013,1987,High,Tier 3,Supermarket Type1,2596.6201171875
FDE14,13.649999618530273,Regular,0.03157324716448784,Canned,99.47000122070312,OUT018,2009,Medium,Tier 3,Supermarket Type2,299.6099853515625
FDX37,16.200000762939453,LF,0.06315716356039047,Canned,99.47000122070312,OUT045,2002,Small,Tier 2,Supermarket Type1,1724.2130126953125
FDD38,16.75,Regular,0.008204464800655842,Canned,99.86740112304688,OUT049,1999,Medium,Tier1,Supermarket Type1,2342.9501953125
FDE14,13.649999618530273,Regular,0.03143920749425888,Canned,100.06999969482422,OUT035,2004,Small,Tier 2,Supermarket Type1,2596.6201171875
FDD38,16.75,Regular,0.013711273670196533,Canned,100.26740264892578,OUT010,1998,Medium,Tier 3,Grocery Store,203.73480224609375
FDD38,,Regular,0.0,Canned,100.36740112304688,OUT027,1985,Medium,Tier 3,Supermarket Type3,1833.6131591796875
FDX37,16.200000762939453,LF,0.06328609585762024,Canned,100.37000274658203,OUT018,2009,Medium,Tier 3,Supermarket Type2,1772.33349609375
FDX37,16.200000762939453,Low Fat,0.06301742047071457,Canned,100.37000274658203,OUT035,2004,Small,Tier 2,Supermarket Type1,998.7000122070312
FDX37,16.200000762939453,Low Fat,0.06302934139966965,Canned,100.47000122070312,OUT046,1997,Small,Tier1,Supermarket Type1,1708.9947509765625
FDX37,16.200000762939453,Low Fat,0.06312733143568039,Canned,100.47000122070312,OUT049,1999,Medium,Tier1,Supermarket Type1,1597.9200439453125
FDX37,16.200000762939453,Low Fat,0.0,Canned,100.56999969482422,OUT013,1987,High,Tier 3,Supermarket Type1,1398.1800537109375
FDX37,,Low Fat,0.06272411346435547,Canned,100.56999969482422,OUT027,1985,Medium,Tier 3,Supermarket Type3,5093.3701171875
FDE14,13.649999618530273,Regular,0.031445153057575226,Canned,101.16999816894531,OUT046,1997,Small,Tier1,Supermarket Type1,1463.8287353515625
FDA25,16.5,Regular,0.06812575459480286,Canned,101.1989974975586,OUT046,1997,Small,Tier1,Supermarket Type1,1031.989990234375
FDD38,16.75,Regular,0.00818491168320179,Canned,101.26740264892578,OUT013,1987,High,Tier 3,Supermarket Type1,1528.010986328125
FDF02,16.200000762939453,Low Fat,0.1038946732878685,Canned,101.29900360107422,OUT018,2009,Medium,Tier 3,Supermarket Type2,1857.58203125
FDE14,,Regular,0.0312928780913353,Canned,101.37000274658203,OUT027,1985,Medium,Tier 3,Supermarket Type3,3239.395263671875
FDF02,16.200000762939453,Low Fat,0.10363403707742691,Canned,101.39900207519531,OUT049,1999,Medium,Tier1,Supermarket Type1,1031.989990234375
FDX37,16.200000762939453,Low Fat,0.10549819469451904,Canned,101.47000122070312,OUT010,1998,Medium,Tier 3,Grocery Store,399.4800109863281
FDZ01,8.975000381469727,Regular,0.009110085666179657,Canned,101.79900360107422,OUT017,2007,Medium,Tier 2,Supermarket Type1,1005.0106201171875
FDZ01,8.975000381469727,Regular,0.015162649564445019,Canned,101.89900207519531,OUT010,1998,Medium,Tier 3,Grocery Store,103.1989974975586
FDD38,16.75,Regular,0.008238064125180244,Canned,101.96739959716797,OUT017,2007,Medium,Tier 2,Supermarket Type1,1528.010986328125
FDA25,16.5,Regular,0.06840327382087708,Canned,101.9990005493164,OUT018,2009,Medium,Tier 3,Supermarket Type2,619.1939697265625
FDZ01,8.975000381469727,Regular,0.009077217429876328,Canned,102.0989990234375,OUT045,2002,Small,Tier 2,Supermarket Type1,962.1554565429688
FDD38,16.75,Regular,0.008225098252296448,Canned,102.16739654541016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1796.869140625
FDA25,16.5,Regular,0.0,Canned,102.29900360107422,OUT013,1987,High,Tier 3,Supermarket Type1,1839.8475341796875
FDF02,16.200000762939453,Low Fat,0.10405845195055008,Canned,102.4990005493164,OUT017,2007,Medium,Tier 2,Supermarket Type1,2063.97998046875
FDA25,,Regular,0.1192794069647789,Canned,102.5989990234375,OUT019,1985,Small,Tier1,Grocery Store,860.1568603515625
FDZ01,,Regular,0.00901497807353735,Canned,102.6989974975586,OUT027,1985,Medium,Tier 3,Supermarket Type3,3095.969970703125
FDD38,16.75,Regular,0.008208341896533966,Canned,102.86740112304688,OUT045,2002,Small,Tier 2,Supermarket Type1,1528.010986328125
FDA25,16.5,Regular,0.06823167204856873,Canned,102.89900207519531,OUT049,1999,Medium,Tier1,Supermarket Type1,1833.66015625
FDF02,,Low Fat,0.10297209024429321,Canned,102.89900207519531,OUT027,1985,Medium,Tier 3,Supermarket Type3,999.2901611328125
FDZ01,8.975000381469727,Regular,0.00905130710452795,Canned,103.0989990234375,OUT013,1987,High,Tier 3,Supermarket Type1,309.59698486328125
FDZ01,8.975000381469727,Regular,0.009058845229446888,Canned,103.39900207519531,OUT046,1997,Small,Tier1,Supermarket Type1,2579.97509765625
FDZ01,,Regular,0.015860868617892265,Canned,103.4990005493164,OUT019,1985,Small,Tier1,Grocery Store,6525.4306640625
FDD38,16.75,Regular,0.008191728964447975,Canned,103.56739807128906,OUT046,1997,Small,Tier1,Supermarket Type1,1629.87841796875
FDF02,16.200000762939453,low fat,0.10345359891653061,Canned,103.6989974975586,OUT035,2004,Small,Tier 2,Supermarket Type1,1763.9200439453125
FDA25,16.5,Regular,0.06851110607385635,Canned,103.6989974975586,OUT017,2007,Medium,Tier 2,Supermarket Type1,1651.1839599609375
FDD38,16.75,Regular,0.00819018017500639,Canned,103.76740264892578,OUT035,2004,Small,Tier 2,Supermarket Type1,2852.287109375
FDD38,,reg,0.014342659153044224,Canned,103.76740264892578,OUT019,1985,Small,Tier1,Grocery Store,203.73480224609375
FDF02,16.200000762939453,Low Fat,0.10347316414117813,Canned,103.79900360107422,OUT046,1997,Small,Tier1,Supermarket Type1,1782.4364013671875
FDZ01,8.975000381469727,Regular,0.009057131595909595,Canned,104.0989990234375,OUT035,2004,Small,Tier 2,Supermarket Type1,2476.77587890625
FDZ01,8.975000381469727,Regular,0.009095747023820877,Canned,104.39900207519531,OUT018,2009,Medium,Tier 3,Supermarket Type2,1011.9395141601562
FDF02,16.200000762939453,Low Fat,0.1731928586959839,Canned,104.39900207519531,OUT010,1998,Medium,Tier 3,Grocery Store,1843.4775390625
FDA25,,Regular,0.06779585033655167,Canned,104.4990005493164,OUT027,1985,Medium,Tier 3,Supermarket Type3,1541.37744140625
FDL02,20.0,Regular,0.10406369715929031,Canned,104.56220245361328,OUT035,2004,Small,Tier 2,Supermarket Type1,2195.80615234375
FDA25,16.5,Regular,0.06811287254095078,Canned,104.5989990234375,OUT035,2004,Small,Tier 2,Supermarket Type1,2889.572021484375
FDT49,,Low Fat,0.15067240595817566,Canned,104.72799682617188,OUT027,1985,Medium,Tier 3,Supermarket Type3,2450.14404296875
FDA25,16.5,Regular,0.06826391816139221,Canned,104.79900360107422,OUT045,2002,Small,Tier 2,Supermarket Type1,1238.387939453125
FDT49,7.0,Low Fat,0.15171264111995697,Canned,104.8280029296875,OUT045,2002,Small,Tier 2,Supermarket Type1,1278.3360595703125
FDF02,16.200000762939453,Low Fat,0.10368300974369049,Canned,105.0989990234375,OUT045,2002,Small,Tier 2,Supermarket Type1,1804.760009765625
FDL02,20.0,Regular,0.10467211157083511,Canned,105.26219940185547,OUT017,2007,Medium,Tier 2,Supermarket Type1,2315.768310546875
FDL02,20.0,Regular,0.10424520075321198,Canned,105.36219787597656,OUT049,1999,Medium,Tier1,Supermarket Type1,1270.346435546875
FDL02,20.0,Regular,0.10429445654153824,Canned,105.56220245361328,OUT045,2002,Small,Tier 2,Supermarket Type1,2237.918701171875
FDT49,7.0,Low Fat,0.0,Canned,105.62799835205078,OUT049,1999,Medium,Tier1,Supermarket Type1,1384.864013671875
FDT49,7.0,Low Fat,0.15226200222969055,Canned,105.72799682617188,OUT017,2007,Medium,Tier 2,Supermarket Type1,1278.3360595703125
FDT49,7.0,Low Fat,0.2534219026565552,Canned,106.22799682617188,OUT010,1998,Medium,Tier 3,Grocery Store,803.0836791992188
FDL02,,Regular,0.10357934981584549,Canned,106.36219787597656,OUT027,1985,Medium,Tier 3,Supermarket Type3,1026.8668212890625
FDT49,7.0,Low Fat,0.1520223468542099,Canned,106.62799835205078,OUT018,2009,Medium,Tier 3,Supermarket Type2,639.1680297851562
FDM14,13.800000190734863,Low Fat,0.01326396781951189,Canned,106.92539978027344,OUT046,1997,Small,Tier1,Supermarket Type1,2930.185791015625
FDT49,7.0,Low Fat,0.15127958357334137,Canned,107.02799987792969,OUT013,1987,High,Tier 3,Supermarket Type1,2876.256103515625
FDL02,,Regular,0.18223655223846436,Canned,107.16220092773438,OUT019,1985,Small,Tier1,Grocery Store,211.72439575195312
FDL02,20.0,Regular,0.10399676114320755,Canned,107.46219635009766,OUT013,1987,High,Tier 3,Supermarket Type1,1587.9329833984375
FDL02,20.0,Regular,0.10408337414264679,Canned,107.46219635009766,OUT046,1997,Small,Tier1,Supermarket Type1,3705.177001953125
FDL02,20.0,Regular,0.10450736433267593,Canned,107.66220092773438,OUT018,2009,Medium,Tier 3,Supermarket Type2,2260.90625
FDT49,7.0,Low Fat,0.15140558779239655,Canned,107.72799682617188,OUT046,1997,Small,Tier1,Supermarket Type1,2024.031982421875
FDM14,13.800000190734863,Low Fat,0.013261459767818451,Canned,108.02539825439453,OUT035,2004,Small,Tier 2,Supermarket Type1,759.6777954101562
FDM14,13.800000190734863,Low Fat,0.013252929784357548,Canned,108.22540283203125,OUT013,1987,High,Tier 3,Supermarket Type1,1642.861572265625
FDT49,7.0,Low Fat,0.15137696266174316,Canned,108.22799682617188,OUT035,2004,Small,Tier 2,Supermarket Type1,1171.8079833984375
FDM14,13.800000190734863,Low Fat,0.013284590095281601,Canned,108.42539978027344,OUT049,1999,Medium,Tier1,Supermarket Type1,1571.0841064453125
FDS25,6.885000228881836,Regular,0.14029249548912048,Canned,108.52279663085938,OUT045,2002,Small,Tier 2,Supermarket Type1,1989.410400390625
FDS25,6.885000228881836,Regular,0.14000855386257172,Canned,108.7228012084961,OUT046,1997,Small,Tier1,Supermarket Type1,2542.0244140625
FDS25,6.885000228881836,Regular,0.14022623002529144,Canned,108.82279968261719,OUT049,1999,Medium,Tier1,Supermarket Type1,801.692138671875
FDS25,6.885000228881836,Regular,0.23434561491012573,Canned,108.92279815673828,OUT010,1998,Medium,Tier 3,Grocery Store,787.43017578125
FDM14,,Low Fat,0.013199737295508385,Canned,108.92539978027344,OUT027,1985,Medium,Tier 3,Supermarket Type3,2713.135009765625
FDC26,10.194999694824219,Low Fat,0.12635919451713562,Canned,109.2885971069336,OUT035,2004,Small,Tier 2,Supermarket Type1,1334.26318359375
FDS25,,Regular,0.13933055102825165,Canned,109.52279663085938,OUT027,1985,Medium,Tier 3,Supermarket Type3,3426.206787109375
FDM14,13.800000190734863,LF,0.013290868140757084,Canned,109.52539825439453,OUT045,2002,Small,Tier 2,Supermarket Type1,1617.2520751953125
FDC26,10.194999694824219,Low Fat,0.12663939595222473,Canned,109.5886001586914,OUT045,2002,Small,Tier 2,Supermarket Type1,1217.808837890625
FDM14,13.800000190734863,Low Fat,0.013338995166122913,Canned,109.72540283203125,OUT017,2007,Medium,Tier 2,Supermarket Type1,1620.2052001953125
FDC26,,Low Fat,0.12577107548713684,Canned,109.7885971069336,OUT027,1985,Medium,Tier 3,Supermarket Type3,872.924072265625
FDM14,13.800000190734863,Low Fat,0.013318000361323357,Canned,110.12539672851562,OUT018,2009,Medium,Tier 3,Supermarket Type2,1626.1116943359375
FDS25,6.885000228881836,Regular,0.13998207449913025,Canned,110.622802734375,OUT035,2004,Small,Tier 2,Supermarket Type1,814.95263671875
FDC26,10.194999694824219,Low Fat,0.126897931098938,Canned,110.6885986328125,OUT018,2009,Medium,Tier 3,Supermarket Type2,1223.0745849609375
FDI02,15.699999809265137,Regular,0.1147974357008934,Canned,110.82019805908203,OUT045,2002,Small,Tier 2,Supermarket Type1,1861.6685791015625
FDS25,,Regular,0.24513690173625946,Canned,110.82279968261719,OUT019,1985,Small,Tier1,Grocery Store,452.0853271484375
FDC26,10.194999694824219,Low Fat,0.2115393877029419,Canned,110.98860168457031,OUT010,1998,Medium,Tier 3,Grocery Store,111.1885986328125
FDS25,6.885000228881836,Regular,0.14080050587654114,Canned,111.42279815673828,OUT017,2007,Medium,Tier 2,Supermarket Type1,2984.115478515625
FDI02,15.699999809265137,Regular,0.11521311849355698,Canned,112.02020263671875,OUT017,2007,Medium,Tier 2,Supermarket Type1,3150.565673828125
FDI02,15.699999809265137,Regular,0.11456508934497833,Canned,112.02020263671875,OUT046,1997,Small,Tier1,Supermarket Type1,337.56060791015625
FDI02,15.699999809265137,Regular,0.1144697517156601,Canned,112.12020111083984,OUT013,1987,High,Tier 3,Supermarket Type1,1865.9044189453125
FDI02,15.699999809265137,Regular,0.11474321037530899,Canned,112.12020111083984,OUT049,1999,Medium,Tier1,Supermarket Type1,1848.301513671875
FDS25,6.885000228881836,Regular,0.14057889580726624,Canned,112.122802734375,OUT018,2009,Medium,Tier 3,Supermarket Type2,663.1367797851562
FDC26,10.194999694824219,Low Fat,0.12627792358398438,Canned,112.1885986328125,OUT013,1987,High,Tier 3,Supermarket Type1,1200.950927734375
FDC26,10.194999694824219,Low Fat,0.12638309597969055,Canned,112.1885986328125,OUT046,1997,Small,Tier1,Supermarket Type1,667.131591796875
FDI02,,Regular,0.11401030421257019,Canned,112.22019958496094,OUT027,1985,Medium,Tier 3,Supermarket Type3,984.2987060546875
FDC26,10.194999694824219,Low Fat,0.12657958269119263,Canned,112.2885971069336,OUT049,1999,Medium,Tier1,Supermarket Type1,2557.337890625
FDC26,10.194999694824219,Low Fat,0.1270979642868042,Canned,112.38860321044922,OUT017,2007,Medium,Tier 2,Supermarket Type1,1237.4659423828125
FDS25,6.885000228881836,Regular,0.13989204168319702,Canned,112.42279815673828,OUT013,1987,High,Tier 3,Supermarket Type1,835.9534301757812
FDI02,15.699999809265137,Regular,0.11454343050718307,Canned,113.72019958496094,OUT035,2004,Small,Tier 2,Supermarket Type1,3263.085693359375
FDY01,11.800000190734863,Regular,0.1705482453107834,Canned,113.8833999633789,OUT049,1999,Medium,Tier1,Supermarket Type1,1382.2008056640625
FDI02,15.699999809265137,Regular,0.11503178626298904,Canned,114.12020111083984,OUT018,2009,Medium,Tier 3,Supermarket Type2,787.6414184570312
FDS37,7.65500020980835,Low Fat,0.053469158709049225,Canned,114.14920043945312,OUT010,1998,Medium,Tier 3,Grocery Store,115.84919738769531
FDS37,7.65500020980835,Low Fat,0.0319388285279274,Canned,114.14920043945312,OUT035,2004,Small,Tier 2,Supermarket Type1,1158.491943359375
FDS37,7.65500020980835,Low Fat,0.0319945327937603,Canned,114.34919738769531,OUT049,1999,Medium,Tier1,Supermarket Type1,1853.587158203125
FDS37,7.65500020980835,Low Fat,0.03207499906420708,Canned,114.54920196533203,OUT018,2009,Medium,Tier 3,Supermarket Type2,929.486572265625
FDX01,10.100000381469727,Low Fat,0.024159766733646393,Canned,114.71499633789062,OUT035,2004,Small,Tier 2,Supermarket Type1,815.60498046875
FDR13,9.895000457763672,Regular,0.028779078274965286,Canned,114.84919738769531,OUT045,2002,Small,Tier 2,Supermarket Type1,1250.076171875
FDX01,10.100000381469727,Low Fat,0.024201905354857445,Canned,114.91500091552734,OUT049,1999,Medium,Tier1,Supermarket Type1,2796.360107421875
FDR13,9.895000457763672,Regular,0.028715401887893677,Canned,115.14920043945312,OUT035,2004,Small,Tier 2,Supermarket Type1,1253.3414306640625
FDY01,11.800000190734863,Regular,0.1702834963798523,Canned,115.18340301513672,OUT046,1997,Small,Tier1,Supermarket Type1,1454.3056640625
FDH38,,Low Fat,0.018275994807481766,Canned,115.28079986572266,OUT019,1985,Small,Tier1,Grocery Store,117.18080139160156
FDR13,9.895000457763672,Regular,0.04807278513908386,Canned,115.34919738769531,OUT010,1998,Medium,Tier 3,Grocery Store,1221.2769775390625
FDR13,9.895000457763672,Regular,0.028765486553311348,Canned,115.34919738769531,OUT049,1999,Medium,Tier1,Supermarket Type1,1274.3411865234375
FDY01,11.800000190734863,Regular,0.17062883079051971,Canned,115.3833999633789,OUT045,2002,Small,Tier 2,Supermarket Type1,1429.600341796875
FDX01,,Low Fat,0.02404731884598732,Canned,115.51499938964844,OUT027,1985,Medium,Tier 3,Supermarket Type3,1980.7550048828125
FDH38,6.425000190734863,Low Fat,0.010436256416141987,Canned,115.58080291748047,OUT035,2004,Small,Tier 2,Supermarket Type1,3749.78564453125
FDH38,6.425000190734863,Low Fat,0.010454459115862846,Canned,115.68080139160156,OUT049,1999,Medium,Tier1,Supermarket Type1,1406.1695556640625
FDS37,7.65500020980835,Low Fat,0.0321255624294281,Canned,115.74919891357422,OUT017,2007,Medium,Tier 2,Supermarket Type1,2548.682373046875
FDR13,,Regular,0.05028647184371948,Canned,115.84919738769531,OUT019,1985,Small,Tier1,Grocery Store,2303.78466796875
FDH38,6.425000190734863,Low Fat,0.010438229888677597,Canned,115.88079833984375,OUT046,1997,Small,Tier1,Supermarket Type1,1757.7120361328125
FDX01,10.100000381469727,Low Fat,0.024301020428538322,Canned,115.91500091552734,OUT017,2007,Medium,Tier 2,Supermarket Type1,1229.278564453125
FDH38,,Low Fat,0.010387683287262917,Canned,115.98079681396484,OUT027,1985,Medium,Tier 3,Supermarket Type3,11165.2236328125
FDS37,7.65500020980835,Low Fat,0.031944867223501205,Canned,116.14920043945312,OUT046,1997,Small,Tier1,Supermarket Type1,933.5782470703125
FDY01,,Regular,0.16945888102054596,Canned,116.28340148925781,OUT027,1985,Medium,Tier 3,Supermarket Type3,686.2042236328125
FDR13,,Regular,0.02858174964785576,Canned,116.44920349121094,OUT027,1985,Medium,Tier 3,Supermarket Type3,4074.250244140625
FDY01,11.800000190734863,Regular,0.1702512949705124,Canned,116.4833984375,OUT035,2004,Small,Tier 2,Supermarket Type1,1958.1177978515625
FDH38,6.425000190734863,Low Fat,0.010480751283466816,Canned,116.58080291748047,OUT018,2009,Medium,Tier 3,Supermarket Type2,2460.796875
FDY01,11.800000190734863,Regular,0.17124667763710022,Canned,116.5833969116211,OUT017,2007,Medium,Tier 2,Supermarket Type1,1499.4957275390625
FDR13,9.895000457763672,Regular,0.02888328954577446,Canned,116.64920043945312,OUT017,2007,Medium,Tier 2,Supermarket Type1,1246.5833740234375
FDX01,10.100000381469727,Low Fat,0.024213341996073723,Canned,116.71499633789062,OUT045,2002,Small,Tier 2,Supermarket Type1,1281.6650390625
FDR13,9.895000457763672,Regular,0.028720831498503685,Canned,116.74919891357422,OUT046,1997,Small,Tier1,Supermarket Type1,1224.54736328125
FDY01,11.800000190734863,Regular,0.1701417863368988,Canned,116.78340148925781,OUT013,1987,High,Tier 3,Supermarket Type1,2303.66796875
FDD02,,Low Fat,0.08805305510759354,Canned,117.01239776611328,OUT019,1985,Small,Tier1,Grocery Store,1328.88525390625
FDX01,10.100000381469727,Low Fat,0.02414422668516636,Canned,117.01499938964844,OUT013,1987,High,Tier 3,Supermarket Type1,1264.5810546875
FDR13,9.895000457763672,Regular,0.028696931898593903,Canned,117.04920196533203,OUT013,1987,High,Tier 3,Supermarket Type1,810.9443969726562
FDY01,11.800000190734863,Regular,0.1709771603345871,Canned,117.0833969116211,OUT018,2009,Medium,Tier 3,Supermarket Type2,1842.9344482421875
FDD02,16.600000381469727,Low Fat,0.05036919191479683,Canned,117.21240234375,OUT049,1999,Medium,Tier1,Supermarket Type1,1422.1488037109375
FDS37,7.65500020980835,Low Fat,0.03200965374708176,Canned,117.24919891357422,OUT045,2002,Small,Tier 2,Supermarket Type1,2432.833251953125
FDS37,,Low Fat,0.031790174543857574,Canned,117.24919891357422,OUT027,1985,Medium,Tier 3,Supermarket Type3,3688.221435546875
FDD02,16.600000381469727,LF,0.0,Canned,117.3124008178711,OUT013,1987,High,Tier 3,Supermarket Type1,2014.7108154296875
FDX01,10.100000381469727,LF,0.024262772873044014,Canned,117.61499786376953,OUT018,2009,Medium,Tier 3,Supermarket Type2,1514.6949462890625
FDH38,6.425000190734863,Low Fat,0.010459398850798607,Canned,117.68080139160156,OUT045,2002,Small,Tier 2,Supermarket Type1,801.465087890625
FDD02,16.600000381469727,Low Fat,0.05028149113059044,Canned,117.71240234375,OUT035,2004,Small,Tier 2,Supermarket Type1,2071.267333984375
FDX01,10.100000381469727,Low Fat,0.024164335802197456,Canned,117.71499633789062,OUT046,1997,Small,Tier1,Supermarket Type1,1307.8135986328125
FDS37,7.65500020980835,Low Fat,0.03191828355193138,Canned,117.74919891357422,OUT013,1987,High,Tier 3,Supermarket Type1,695.09521484375
FDH38,6.425000190734863,Low Fat,0.010429544374346733,Canned,117.78079986572266,OUT013,1987,High,Tier 3,Supermarket Type1,824.848388671875
FDR13,9.895000457763672,Regular,0.02883782982826233,Canned,117.84919738769531,OUT018,2009,Medium,Tier 3,Supermarket Type2,1506.03955078125
FDD02,16.600000381469727,Low Fat,0.08417682349681854,Canned,118.01239776611328,OUT010,1998,Medium,Tier 3,Grocery Store,592.56201171875
FDX01,10.100000381469727,Low Fat,0.040446143597364426,Canned,118.11499786376953,OUT010,1998,Medium,Tier 3,Grocery Store,116.51499938964844
FDK02,12.5,Low Fat,0.0,Canned,118.14399719238281,OUT046,1997,Small,Tier1,Supermarket Type1,1609.7120361328125
FDK02,12.5,Low Fat,0.1121312752366066,Canned,118.24400329589844,OUT013,1987,High,Tier 3,Supermarket Type1,1551.9525146484375
FDK02,12.5,Low Fat,0.11285945028066635,Canned,118.34400177001953,OUT017,2007,Medium,Tier 2,Supermarket Type1,2157.19189453125
FDH38,6.425000190734863,Low Fat,0.010497272945940495,Canned,118.38079833984375,OUT017,2007,Medium,Tier 2,Supermarket Type1,2812.339111328125
FDD02,16.600000381469727,Low Fat,0.0503929927945137,Canned,118.41239929199219,OUT045,2002,Small,Tier 2,Supermarket Type1,3199.834716796875
FDD02,16.600000381469727,Low Fat,0.05049586668610573,Canned,118.71240234375,OUT018,2009,Medium,Tier 3,Supermarket Type2,2167.6884765625
FDD02,16.600000381469727,LF,0.0,Canned,118.8124008178711,OUT046,1997,Small,Tier1,Supermarket Type1,2607.272705078125
FDD02,,Low Fat,0.05004746466875076,Canned,119.01239776611328,OUT027,1985,Medium,Tier 3,Supermarket Type3,2377.990478515625
FDK02,12.5,Low Fat,0.11268182098865509,Canned,119.14399719238281,OUT018,2009,Medium,Tier 3,Supermarket Type2,3235.7880859375
FDK02,12.5,Low Fat,0.18784108757972717,Canned,119.24400329589844,OUT010,1998,Medium,Tier 3,Grocery Store,119.84400177001953
FDK02,,Low Fat,0.11168121546506882,Canned,119.84400177001953,OUT027,1985,Medium,Tier 3,Supermarket Type3,1073.090087890625
FDD02,16.600000381469727,Low Fat,0.0,Canned,120.3124008178711,OUT017,2007,Medium,Tier 2,Supermarket Type1,2136.98876953125
FDK02,12.5,Low Fat,0.1123991459608078,Canned,120.44400024414062,OUT049,1999,Medium,Tier1,Supermarket Type1,1438.1280517578125
FDT25,7.5,Low Fat,0.08494672924280167,Canned,120.5072021484375,OUT010,1998,Medium,Tier 3,Grocery Store,994.1843872070312
FDK02,,Low Fat,0.19649089872837067,Canned,120.54399871826172,OUT019,1985,Small,Tier1,Grocery Store,479.3760070800781
FDK02,12.5,Low Fat,0.11245226114988327,Canned,120.74400329589844,OUT045,2002,Small,Tier 2,Supermarket Type1,1645.136962890625
FDK02,12.5,Low Fat,0.1122034415602684,Canned,121.14399719238281,OUT035,2004,Small,Tier 2,Supermarket Type1,1438.1280517578125
FDT25,7.5,Low Fat,0.051038045436143875,Canned,121.70719909667969,OUT017,2007,Medium,Tier 2,Supermarket Type1,3552.708740234375
FDT25,7.5,Low Fat,0.050853900611400604,Canned,121.70719909667969,OUT045,2002,Small,Tier 2,Supermarket Type1,367.5216064453125
FDT25,7.5,Low Fat,0.0507509782910347,Canned,122.20719909667969,OUT046,1997,Small,Tier1,Supermarket Type1,1960.115234375
FDT25,7.5,Low Fat,0.05095771327614784,Canned,122.4072036743164,OUT018,2009,Medium,Tier 3,Supermarket Type2,2572.651123046875
FDA37,7.809999942779541,Regular,0.05545172467827797,Canned,122.60459899902344,OUT018,2009,Medium,Tier 3,Supermarket Type2,2365.58740234375
FDT25,7.5,Low Fat,0.05082987993955612,Canned,122.70719909667969,OUT049,1999,Medium,Tier1,Supermarket Type1,1470.08642578125
